DS_CARGO;NM_CANDIDATO;SQ_CANDIDATO;NR_CANDIDATO;DS_DETALHE_SITUACAO_CAND;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_OCUPACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_SIT_TOT_TURNO
VEREADOR;EMERSON LUIZ FORTUNATO;1,6E+11;50021;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;COMERCIANTE;15/07/1972;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;JEFERSON LOUREIRO PEREIRA;1,6E+11;20620;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;JORNALISTA E REDATOR;16/11/1980;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;JOÃO CRISTIANO MORO;1,6E+11;44244;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;04/12/1979;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;EDUARDO GUILHERME REINER;1,6E+11;18000;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;OUTROS;22/03/1984;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LUCIANE DE OLIVEIRA MARTINS;1,6E+11;51100;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;GERENTE;03/07/1975;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;DORVAL AUGUSTO LUIZ DOS SANTOS;1,6E+11;22020;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;SERVIDOR PÚBLICO FEDERAL;21/07/1969;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARLI FERREIRA PINTO;1,6E+11;51666;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;OUTROS;15/03/1963;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO ELEITO
VEREADOR;JESSICA RIBAS SUBKOWIAK;1,6E+11;31790;RENÚNCIA;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;OUTROS;31/07/1986;FEMININO;SUPERIOR COMPLETO;#NULO#
VEREADOR;MARCOS DA PAZ FRANCISCO DA SILVA;1,6E+11;11001;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;NUTRICIONISTA E ASSEMELHADOS;15/07/1961;MASCULINO;LÊ E ESCREVE;SUPLENTE
VEREADOR;FRANCISCO FLAVIO DE OLIVEIRA;1,6E+11;15115;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;10/01/1965;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;ELIZABETH KOTT;1,6E+11;22345;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;SERVIDOR PÚBLICO MUNICIPAL;20/09/1976;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;MAURICIO SCHULZ;1,6E+11;55270;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;AGENTE DE SAÚDE E SANITARISTA;27/05/1990;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;ITURIEL INÁCIO PEREIRA DOS SANTOS;1,6E+11;40600;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MOTORISTA PARTICULAR;01/02/1971;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;FABIANO EMILIO RAMOS;1,6E+11;43800;DEFERIDO;43;PV;PARTIDO VERDE;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;18/09/1974;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;FABIANO DOS SANTOS;1,6E+11;44123;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;CONTADOR;20/08/1975;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;AMANDA COELHO MARZALL;1,6E+11;16123;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;12/08/1995;FEMININO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;JOSE CARLOS NUNES;1,6E+11;77015;DEFERIDO;77;SD;SOLIDARIEDADE;MILITAR REFORMADO;15/06/1962;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;CARLOS ALBERTO DUARTE QUEIROZ FILHO;1,6E+11;20700;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;PROFESSOR DE ENSINO FUNDAMENTAL;11/06/1983;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;LUCAS TADEU VIEIRA NOVAES;1,6E+11;51156;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;COMERCIANTE;22/03/1985;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;JILDEMA PEREIRA DE SOUZA;1,6E+11;51120;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;COMERCIANTE;16/03/1972;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;JOAO RAFAEL RAMOS IENSEN;1,6E+11;77777;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;09/06/1981;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;SILENE FARIA SANTOS;1,6E+11;19888;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PEDAGOGO;08/06/1963;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ZILTON MAXIMO DA SILVA;1,6E+11;23063;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;18/01/1960;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;PRISCILA FABIANA PAES DA SILVA;1,6E+11;31123;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;23/09/1986;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;MANUEL MARQUES TEODORO;1,6E+11;14666;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;CABELEIREIRO E BARBEIRO;19/02/1961;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;DANIEL CUNHA RIBEIRO;1,6E+11;43843;DEFERIDO;43;PV;PARTIDO VERDE;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;16/10/1978;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;KAUANNA GATTAZ;1,6E+11;18222;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;REPRESENTANTE COMERCIAL;11/03/1987;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;MARCO AURÉLIO GOMES BOEING;1,6E+11;43437;INDEFERIDO;43;PV;PARTIDO VERDE;SERVIDOR PÚBLICO MUNICIPAL;06/12/1968;MASCULINO;SUPERIOR INCOMPLETO;#NULO#
VEREADOR;MARCOS ANDRÉ FERREIRA DO NASCIMENTO;1,6E+11;28128;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;08/07/1968;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;JOSE MARIA ALVES PEREIRA;1,6E+11;77000;DEFERIDO;77;SD;SOLIDARIEDADE;VEREADOR;22/07/1958;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LUCIANO ARRUDA;1,6E+11;55557;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;ADMINISTRADOR;01/07/1971;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;SALETE BAGOLIN BEZ;1,6E+11;13611;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;HISTORIADOR;25/11/1972;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LUCCAS DANNIEL MAIER CECHETTO;1,6E+11;50000;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;07/11/1987;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;LUIZ CARLOS DOS SANTOS;1,6E+11;44833;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;ESTIVADOR, CARREGADOR E ASSEMELHADOS;10/01/1968;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
VEREADOR;ELZA FRANCISCA JAIME;1,6E+11;12024;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;24/02/1948;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LUILSON LUIZ DE MELO;1,6E+11;19321;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;23/12/1964;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;DIRCEU MOREIRA CARRIEL;1,6E+11;17100;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;VEREADOR;13/07/1969;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;JORGE GOMES DE OLIVEIRA BRAND;1,6E+11;12108;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;05/11/1979;MASCULINO;SUPERIOR COMPLETO;ELEITO POR MÉDIA
VEREADOR;VALTER CARLOS DA SILVA;1,6E+11;90111;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ADMINISTRADOR;04/10/1972;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;IARA DO ROCIO VAZ;1,6E+11;55122;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;POLICIAL CIVIL;19/09/1957;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;HASIEL DA SILVA PEREIRA FILHO;1,6E+11;15999;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);15/06/1948;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
VEREADOR;LUIZ CARLOS CASAGRANDE;1,6E+11;90999;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ADMINISTRADOR;10/10/1946;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;MARCOS SAAB;1,6E+11;44678;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;ENGENHEIRO;20/06/1967;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;DOUGLAS WILLIAM GONÇALVES REZENDE;1,6E+11;50510;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PROFESSOR DE ENSINO MÉDIO;21/05/1975;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;RICARDO KREISS NETO;1,6E+11;31234;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;ADVOGADO;14/03/1957;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;MARCIO NIKOSKA;1,6E+11;13333;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;BANCÁRIO E ECONOMIÁRIO;26/03/1981;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;CARLOS FERREIRA DE SOUZA;1,6E+11;43431;DEFERIDO;43;PV;PARTIDO VERDE;EMPRESÁRIO;18/09/1956;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
VICE-PREFEITO;JOÃO GUILHERME OLIVEIRA DE MORAES;1,6E+11;55;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;MÉDICO;10/09/1973;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ELZA OLIVEIRA DE ALCANTARA;1,6E+11;22007;RENÚNCIA;22;PR;PARTIDO DA REPÚBLICA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);22/09/1956;FEMININO;SUPERIOR COMPLETO;#NULO#
VEREADOR;VALMOR ALVES DOS SANTOS;1,6E+11;12012;INDEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;CANTOR E COMPOSITOR;18/02/1964;MASCULINO;SUPERIOR INCOMPLETO;#NULO#
VEREADOR;JOSÉ CARLOS DOS SANTOS;1,6E+11;50007;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SERVIDOR PÚBLICO ESTADUAL;17/07/1980;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ROSANA VASELECHEN CHAVES;1,6E+11;23332;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;05/01/1970;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;BILAL BRAYTIH;1,6E+11;36999;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;ADMINISTRADOR;27/08/1972;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ACIR FERMINO DA SILVA;1,6E+11;19057;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;31/10/1957;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;MARIA DE FÁTIMA SADDOCK PEREIRA;1,6E+11;19210;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;ASSISTENTE SOCIAL;23/05/1953;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;CELSO GOMES DE CARVALHO;1,6E+11;55234;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;AGENTE ADMINISTRATIVO;11/02/1967;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;AIRTON SILVA;1,6E+11;55226;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);16/03/1935;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;RICARDO NAZARENO CAMPELO SIQUEIRA;1,6E+11;77444;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;27/10/1968;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARCOS ANTONIO;1,6E+11;28004;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;COMERCIANTE;03/10/1967;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;HIAGO PEREIRA CARDOSO;1,6E+11;90477;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;22/07/1993;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
PREFEITO;XÊNIA KAROLINE MELLO;1,6E+11;50;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;17/01/1985;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;VILMA CTISTINA LOURENCO;1,6E+11;15222;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;PEDAGOGO;25/03/1979;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;TIAGO ROBERTO SERENATO;1,6E+11;17500;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;COZINHEIRO;30/06/1989;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;MARCIO RENATO BULLESSICH;1,6E+11;14345;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;COMERCIANTE;22/05/1965;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;FATIMA MARTINS DOS SANTOS;1,6E+11;14033;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PEDAGOGO;20/06/1964;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SUELEN FAGUNDES DE ASSIS;1,6E+11;77852;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;16/03/1986;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;NILSON SALES;1,6E+11;19500;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;JORNALISTA E REDATOR;23/02/1973;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARIEL ADRIANA RODRIGUES;1,6E+11;23015;INDEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;09/07/1971;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;MARIANA ALVES DA SILVA;1,6E+11;70003;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;COMERCIÁRIO;29/05/1995;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;AGMAR MARCHETTO;1,6E+11;55855;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;ADMINISTRADOR;17/10/1952;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;BRUNO EDUARDO FISCHER PESSUTI;1,6E+11;55130;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;VEREADOR;02/08/1984;MASCULINO;SUPERIOR COMPLETO;ELEITO POR MÉDIA
VEREADOR;RAFAEL RUDGE MILLER;1,6E+11;45500;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;REPRESENTANTE COMERCIAL;11/04/1981;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;MAURICIO SOARES DOTTORI;1,6E+11;18118;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;OUTROS;01/08/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ABENEL MOTTA DE OLIVEIRA;1,6E+11;44011;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;12/03/1960;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;SILVANE DA SILVA;1,6E+11;14728;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;COZINHEIRO;28/07/1973;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;JOSÉ CARLOS FAGUNDES;1,6E+11;90019;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;OUTROS;16/02/1963;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;NEIVA CAMARGO DA SILVA IOVANOVITCHI;1,6E+11;44432;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;03/07/1953;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;RICHARD RAMOS REGIO;1,6E+11;23515;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;22/11/1961;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;SUELY RODRIGUES FERREIRA;1,6E+11;17019;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;OUTROS;03/08/1963;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
VEREADOR;PEDRO IVAN FERREIRA;1,6E+11;14555;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;TRABALHADOR DE USINAGEM DE METAIS;21/12/1952;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;ADÃO RODRIGUES VIEIRA;1,6E+11;12007;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;02/11/1946;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
VEREADOR;RONALDO LUIZ SELLA FILHO;1,6E+11;30330;DEFERIDO;30;NOVO;PARTIDO NOVO;ENGENHEIRO;19/07/1981;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;MARCIO FERREIRA PEREIRA;1,6E+11;18777;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;PROFESSOR DE ENSINO MÉDIO;20/04/1979;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;RICARDO GUIMARAES DA SERRA;1,6E+11;28100;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;VIGILANTE;12/08/1972;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ISMAEL NOSSABEIN;1,6E+11;51021;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;COMERCIANTE;14/08/1970;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;FRANCISCO COSTA FILHO;1,6E+11;33456;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;SERVIDOR PÚBLICO MUNICIPAL;28/05/1963;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARCOS AMARAL ELIAS;1,6E+11;51041;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;OUTROS;29/10/1975;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;CRISTIANE LOPES;1,6E+11;12340;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ARQUITETO;19/08/1968;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;GILMAR SIMOES;1,6E+11;28199;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);30/07/1958;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;CLAUDIO IANCHUKI FILHO;1,6E+11;20010;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;EMPRESÁRIO;23/04/1964;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;ANTONIO SERAFIM DA SILVA;1,6E+11;70002;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS;23/08/1966;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;EDITHLAYNE PEDROSO DE MORAES VAZ;1,6E+11;51119;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;CIENTISTA POLÍTICO;10/11/1989;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ADEMIR FRANCISCO;1,6E+11;17222;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;OUTROS;07/11/1951;MASCULINO;ENSINO MÉDIO INCOMPLETO;NÃO ELEITO
VEREADOR;DAVI BIBIANO DE MIRANDA;1,6E+11;14114;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR;13/09/1981;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;LILIAN BIBIANA DA SILVA DO NASCIMENTO;1,6E+11;12029;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;DONA DE CASA;03/02/1991;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;CÉLIO ROBERTO DE SOUZA BONFIM;1,6E+11;90020;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;EMPRESÁRIO;10/09/1981;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;CLERIA CRISTINA DO CARMO JUSTINO;1,6E+11;70321;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;DECORADOR;30/12/1972;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;ABRAO THOMAS DA SILVA;1,6E+11;44954;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;MONTADOR DE ESTRUTURA METÁLICA;29/03/1962;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;MARLON MADJER MALLASSA;1,6E+11;44044;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;OUTROS;22/05/1988;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;IVETE GUALBERTO;1,6E+11;31033;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);17/05/1957;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;IVANDRO APARECIDO BISCAIA;1,6E+11;20142;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;EMPRESÁRIO;16/08/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;TANIA MARA MANDARINO;1,6E+11;13321;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ADVOGADO;13/08/1967;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;EMILIA SIMÕES KOVALSKI;1,6E+11;22015;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;OUTROS;15/09/1958;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;ELI GABRIEL;1,6E+11;11356;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;OUTROS;09/03/1967;MASCULINO;LÊ E ESCREVE;SUPLENTE
VEREADOR;MERY DORO;1,6E+11;18007;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;EMPRESÁRIO;21/02/1963;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ASTRID ROZA DA SILVA CUNHA NASCIMENTO;1,6E+11;43217;DEFERIDO;43;PV;PARTIDO VERDE;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;17/09/1992;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;ADILSON ALVES LEANDRO;1,6E+11;20020;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;VEREADOR;31/08/1968;MASCULINO;ENSINO MÉDIO COMPLETO;ELEITO POR QP
VEREADOR;REGINALDO APARECIDO DA SILVA;1,6E+11;28033;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;13/01/1968;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO ELEITO
VEREADOR;LAIS DENOVARO BACILLA;1,6E+11;18013;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;SERVIDOR PÚBLICO ESTADUAL;18/05/1960;FEMININO;SUPERIOR COMPLETO;SUPLENTE
